;Name;MovieType;Director;Duration;Year;Country;Worldwide;Scenarist;Month;Season;Top_Director
881;Dawn Of The Dead;Aksiyon;Zack Snyder;101;2004;Multi Nation;$102,278,712;"James Gunn
                                        ";Nisan;spring;0
882;Mission: Impossible 2;Aksiyon;John Woo;123;2000;ABD;#YOK;#YOK;#YOK;#YOK;0
883;The Longest Yard;Komedi;Peter Segal;113;2005;ABD;$191,466,556;"Sheldon Turner
                                        ";A?ustos;summer;0
884;Half Light;Gerilim;Craig Rosenberg;110;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
885;Ne?eli Hayat;Dram;Y?lmaz Erdo?an;108;2009;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
886;27 Dresses;Komedi;Anne Fletcher;111;2008;ABD;$162,655,351;Aline Brosh McKenna;?ubat;winter;0
888;Anlat ?stanbul;Dram;"Selim Demirdelen
                                        ,                                                                                                                     Kudret Sabanc?
                                        ,                                                                                                                     Yücel Yolcu
                                        ,                                                                                                                     Ömür Atay";99;2005;Türkiye;#YOK;#YOK;#YOK;#YOK;#DE?ER!
889;Killer Elite;Aksiyon;Gary Mckendry;116;2011;Multi Nation;$57,084,522;"Ranulph Fiennes
                                        ";Eylül;autumn;0
890;The Duchess;Dram;Saul Dibb;110;2008;Multi Nation;$43,343,384;"Jeffrey Hatcher
                                        ";Ekim;autumn;0
891;Tropic Thunder;Aksiyon;Ben Stiller;107;2008;Multi Nation;$195,702,811;"Justin Theroux
                                        ";Ekim;autumn;0
892;Prometheus;Bilim Kurgu;Ridley Scott;124;2012;Multi Nation;$403,354,469;"Damon Lindelof
                                        ";Haziran;summer;1
893;Matchstick Men;Dram;Ridley Scott;116;2003;ABD;$65,565,672;"Ted Griffin
                                        ";Kas?m;autumn;1
894;Çakallarla Dans;Komedi;Murat ?eker;102;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
895;Scooby-Doo;Gizem;Raja Gosnell;88;2002;ABD;$275,650,703;"William Hanna
                                        ";A?ustos;summer;0
897;Daredevil;Aksiyon;Mark Steven Johnson;103;2003;ABD;$179,179,718;Mark Steven Johnson;Mart;spring;0
898;Escape Plan;Aksiyon;Mikael Håfström;115;2013;ABD;$137,328,301;"Miles Chapman
                                        ";Ocak;winter;0
899;Me Myself Irene;Komedi;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";116;2000;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
901;Scream 3;Gizem;Wes Craven;116;2000;ABD;$161,834,276;"Ehren Kruger
                                        ";Nisan;spring;0
902;The Boy in the Striped Pyjamas;Dram;Mark Herman;94;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
903;Whiplash;Dram;Damien Chazelle;107;2014;ABD;$48,982,041;Damien Chazelle;Ocak;winter;0
904;Buried;Dram;Rodrigo Cortés;94;2010;Multi Nation;$19,439,764;Chris Sparling;Ekim;autumn;0
906;Rocknrolla;Aksiyon;Guy Ritchie;114;2008;Multi Nation;$25,740,863;#YOK;#YOK;#YOK;0
907;The Man From Earth;Bilim Kurgu;Richard Schenkman;87;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
908;The Martian;Bilim Kurgu;Ridley Scott;151;2015;Multi Nation;$630,161,890;Drew Goddard;Ekim;autumn;1
909;Freaky Friday;Aile;Mark Waters;97;2003;ABD;$160,846,332;Heather Hach;Mart;spring;0
910;9;Animasyon;Shane Acker;79;2009;Multi Nation;$48,428,063;"Pamela Pettler
                                        ";Nisan;spring;0
911;Swordfish;Aksiyon;Dominic Sena;99;2001;Multi Nation;$147,080,413;Skip Woods;Eylül;autumn;0
914;300: Rise of an Empire;Aksiyon;Noam Murro;102;2014;ABD;$337,580,051;"Zack Snyder
                                        ";Mart;spring;0
915;The Fall;Dram;Tarsem Singh;117;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
917;The Back-Up Plan;Komedi;Alan Poul;106;2010;ABD;$77,477,008;Kate Angelo;Temmuz;summer;0
919;This Means War;Aksiyon;McG;98;2012;ABD;$156,491,279;"Simon Kinberg
                                        ";Mart;spring;0
920;Invictus;Dram;Clint Eastwood;134;2009;ABD;$122,233,971;Anthony Peckham;?ubat;winter;1
921;Goal II: Living the Dream;Dram;Jaume Collet-Serra;115;2007;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
922;Hannah Montana: The Movie;Aile;Peter Chelsom;102;2009;ABD;$155,545,279;Daniel Berendsen;May?s;spring;0
923;Ben X;Dram;Nic Balthazar;90;2007;Belçika;#YOK;#YOK;#YOK;#YOK;#YOK
924;Letters To Juliet;Dram;Gary Winick;105;2010;ABD;$79,293,444;#YOK;#YOK;#YOK;0
925;Asterix & Obelix: Mission Cléopâtre;Aile;Alain Chabat;107;2002;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
926;Ya Sonra;Komedi;Özcan Deniz;105;2011;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
927;Meet the Parents;Komedi;Jay Roach;108;2000;ABD;$330,444,045;"Greg Glienna
                                        ";Aral?k;winter;0
928;Guardians of the Galaxy;Bilim Kurgu;James Gunn;121;2014;ABD;$772,776,600;"James Gunn
                                        ";A?ustos;summer;0
929;The Grudge 2;Gerilim;Takashi Shimizu;102;2006;ABD;$70,711,175;"Takashi Shimizu
                                        ";Ekim;autumn;0
930;John Wick;Aksiyon;"David Leitch
                                        ,                                                                                                                     Chad Stahelski";101;2014;ABD;$86,013,056;Derek Kolstad;Kas?m;autumn;#YOK
931;Closer;Dram;Mike Nichols;104;2004;Multi Nation;$115,505,027;Patrick Marber;Mart;spring;0
933;Brokeback Mountain;Dram;Ang Lee;134;2005;Multi Nation;$178,062,759;"E. Annie Proulx
                                        ";Mart;spring;0
934;Kutsal Damacana 2: ?tmen;Aksiyon;Korhan Bozkurt;98;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
935;Hauru no ugoku shiro;Animasyon;Hayao Miyazaki;119;2004;Japonya;#YOK;#YOK;#YOK;#YOK;#YOK
936;My Best Friend's Girl;Komedi;Howard Deutch;101;2008;ABD;$41,624,687;Jordan Cahan;May?s;spring;0
937;Rings;Korku;F. Javier Gutiérrez;102;2017;ABD;$83,080,890;"Akiva Goldsman
                                        ";?ubat;winter;0
938;The Raid: Redemption;Aksiyon;Gareth Evans;101;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
939;Gravity;Bilim Kurgu;Alfonso Cuarón;91;2013;Multi Nation;$723,192,705;"Alfonso Cuarón
                                        ";Ekim;autumn;0
940;Avp: Alien Vs. Predator;Bilim Kurgu;Paul W.S. Anderson;101;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
941;Skyfall;Aksiyon;Sam Mendes;143;2012;Multi Nation;$1,108,561,013;John Logan;Kas?m;autumn;0
942;War Horse;Dram;Steven Spielberg;146;2011;ABD;$177,584,879;"Richard Curtis
                                        ";?ubat;winter;1
945;Takva;Dram;Özer K?z?ltan;96;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
946;Captain America: Civil War;Bilim Kurgu;"Anthony Russo
                                        ,                                                                                                                     Joe Russo";151;2016;ABD;$1,153,296,293;"Jack Kirby
                                        ";May?s;spring;#YOK
947;The Rebound;Komedi;Bart Freundlich;95;2009;Multi Nation;$21,791,288;Bart Freundlich;Nisan;spring;0
949;Planet Of The Apes;Bilim Kurgu;Tim Burton;121;2001;ABD;$362,211,740;William Broyles Jr.;Ekim;autumn;0
950;Agora;Dram;Alejandro Amenábar;127;2009;Multi Nation;$39,457,342;#YOK;#YOK;#YOK;0
951;Date Night;Aksiyon;Shawn Levy;88;2010;ABD;$152,263,880;Josh Klausner;May?s;spring;0
952;Battle: Los Angeles;Bilim Kurgu;Jonathan Liebesman;116;2011;ABD;#YOK;#YOK;#YOK;#YOK;0
953;The Pink Panther;Aile;Shawn Levy;93;2006;ABD;$164,115,897;"Len Blum
                                        ";Mart;spring;0
955;Everybody's Fine;Dram;Kirk Jones;99;2009;ABD;$1,745,470;"Giuseppe Tornatore
                                        ";?ubat;winter;0
960;Sky High;Aile;Mike Mitchell;100;2005;ABD;$86,369,815;"Paul Hernandez
                                        ";Eylül;autumn;0
961;Hellboy;Aksiyon;Guillermo del Toro;122;2004;ABD;$99,318,987;Guillermo del Toro;Eylül;autumn;0
962;Madagascar 3: Europe's Most Wanted [3D];Animasyon;Eric Darnell;93;2012;ABD;#YOK;#YOK;#YOK;#YOK;0
963;Undisputed II: Last Man Standing;Aksiyon;Isaac Florentine;93;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
964;Avengers: Infinity War;Bilim Kurgu;"Joe Russo
                                        ,                                                                                                                     Anthony Russo";154;2018;ABD;$2,048,359,754;"Jack Kirby
                                        ";Nisan;spring;#YOK
965;The Expendables 3;Aksiyon;Patrick Hughes;126;2014;Multi Nation;$214,657,577;Sylvester Stallone;A?ustos;summer;0
968;Blue Valentine;Dram;Derek Cianfrance;112;2010;ABD;#YOK;#YOK;#YOK;#YOK;0
969;Bolt;Animasyon;"Chris Williams
                                        ,                                                                                                                     Byron Howard";96;2008;ABD;$309,979,994;"Dan Fogelman
                                        ";Aral?k;winter;#YOK
970;Cheaper By The Dozen;Aile;Shawn Levy;98;2003;ABD;$190,212,113;Ernestine Gilbreth Carey;Mart;spring;0
971;Rush;Aksiyon;Ron Howard;123;2013;Multi Nation;$7,241,350;Peter Morgan;Eylül;autumn;0
972;Horrible Bosses;Komedi;Seth Gordon;98;2011;ABD;$209,838,559;"John Francis Daley
                                        ";A?ustos;summer;0
973;Freedom Writers;Dram;Richard LaGravenese;123;2007;Multi Nation;$43,095,175;Richard LaGravenese;Mart;spring;0
974;The Guardian;Aksiyon;Andrew Davis;139;2006;ABD;$17,037,887;Ron L. Brinkerhoff;Ekim;autumn;0
975;Fury;Aksiyon;David Ayer;134;2014;Multi Nation;$211,817,906;David Ayer;Ekim;autumn;0
976;Muro: Nalet Olsun ?çimdeki ?nsan Sevgisine;Komedi;Zübeyr ?a?maz;90;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
977;Vavien;Dram;"Durul Taylan
                                        ,                                                                                                                     Ya?mur Taylan";100;2009;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
978;Shaun Of The Dead;Komedi;Edgar Wright;99;2004;Multi Nation;$30,076,102;"Edgar Wright
                                        ";Nisan;spring;0
980;Kolpaçino Bomba;Komedi;?afak Sezer;90;2011;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
981;Who Am I - Kein System ist sicher;Gerilim;Baran Bo Odar;101;2014;Almanya;#YOK;#YOK;#YOK;#YOK;#YOK
982;Catwoman;Aksiyon;Pitof;104;2004;ABD;$82,402,379;"Michael Ferris
                                        ";Eylül;autumn;0
